"id","trial_number","rt","response","attempt","correct","incorrect","ssd","answer","task"
2,"1",126.2,"Right",1,1,0,250,"Right","NoStop"
2,"2",142.7,"Left",1,1,0,250,"Left","NoStop"
2,"3",135.5,"Right",1,1,0,250,"Right","NoStop"
2,"4",106.9,"Right",1,0,1,250,"NoGo","Stop"
2,"5",158.6,"Right",1,1,0,200,"Right","NoStop"
2,"6",238.2,"Left",1,1,0,200,"Left","NoStop"
2,"7",146.2,"Right",1,1,0,200,"Right","NoStop"
2,"8",187.3,"Left",1,1,0,200,"Left","NoStop"
2,"9",192.6,"Right",1,1,0,200,"Right","NoStop"
2,"10",221.4,"Right",1,0,1,200,"NoGo","Stop"
2,"11",208.3,"Right",1,1,0,150,"Right","NoStop"
2,"12",234.4,"Right",1,0,1,150,"NoGo","Stop"
2,"13",1053.6,"Right",1,0,1,100,"NoGo","Stop"
2,"14",306.4,"Left",1,1,0,50,"Left","NoStop"
2,"15",395.5,"Right",1,1,0,50,"Right","NoStop"
2,"16",1449.868,"NoGo",NA,1,0,50,"NoGo","Stop"
2,"17",336.4,"Right",1,1,0,100,"Right","NoStop"
2,"18",263.6,"Right",1,1,0,100,"Right","NoStop"
2,"19",400.1,"Left",1,1,0,100,"Left","NoStop"
2,"20",363.8,"Left",1,1,0,100,"Left","NoStop"
2,"21",319.4,"Left",1,1,0,100,"Left","NoStop"
2,"22",279.6,"Right",1,1,0,100,"Right","NoStop"
2,"23",357.2,"Right",1,1,0,100,"Right","NoStop"
2,"24",1399.86,"NoGo",NA,1,0,100,"NoGo","Stop"
2,"25",247,"Right",1,0,1,150,"NoGo","Stop"
2,"26",297.1,"Left",1,1,0,100,"Left","NoStop"
2,"27",312.2,"Left",1,1,0,100,"Left","NoStop"
2,"28",316.5,"Left",1,0,1,100,"NoGo","Stop"
2,"29",399.1,"Right",1,1,0,50,"Right","NoStop"
2,"30",519.5,"Right",1,1,0,50,"Right","NoStop"
2,"31",1449.95,"NoGo",NA,1,0,50,"NoGo","Stop"
2,"32",1399.901,"NoGo",NA,1,0,100,"NoGo","Stop"
2,"33",369.3,"Left",1,1,0,150,"Left","NoStop"
2,"34",1349.854,"NoGo",NA,1,0,150,"NoGo","Stop"
2,"35",1299.808,"NoGo",NA,1,0,200,"NoGo","Stop"
2,"36",250.8,"Right",1,1,0,250,"Right","NoStop"
2,"37",201.5,"Left",1,1,0,250,"Left","NoStop"
2,"38",256.3,"Right",1,1,0,250,"Right","NoStop"
2,"39",172.3,"Left",1,1,0,250,"Left","NoStop"
2,"40",189.4,"Left",1,1,0,250,"Left","NoStop"
2,"41",250.4,"Right",1,1,0,250,"Right","NoStop"
2,"42",204.2,"Right",1,1,0,250,"Right","NoStop"
2,"43",225.4,"Left",1,0,1,250,"NoGo","Stop"
2,"44",471.8,"Right",1,1,0,200,"Right","NoStop"
2,"45",1299.944,"NoGo",NA,1,0,200,"NoGo","Stop"
2,"46",190,"Right",1,1,0,250,"Right","NoStop"
2,"47",199.7,"Right",1,1,0,250,"Right","NoStop"
2,"48",143.5,"Right",1,0,1,250,"NoGo","Stop"
2,"49",352,"Right",1,1,0,200,"Right","NoStop"
2,"50",311.8,"Right",1,1,0,200,"Right","NoStop"
2,"51",419.6,"Left",1,1,0,200,"Left","NoStop"
2,"52",1299.865,"NoGo",NA,1,0,200,"NoGo","Stop"
2,"53",201.1,"Right",1,1,0,250,"Right","NoStop"
2,"54",211.2,"Left",1,1,0,250,"Left","NoStop"
2,"55",284.4,"Right",1,1,0,250,"Right","NoStop"
2,"56",221.6,"Left",1,1,0,250,"Left","NoStop"
2,"57",186.3,"Left",1,0,1,250,"NoGo","Stop"
2,"58",299.6,"Right",1,1,0,200,"Right","NoStop"
2,"59",329.4,"Right",1,1,0,200,"Right","NoStop"
2,"60",418.6,"Left",1,1,0,200,"Left","NoStop"
2,"61",1299.905,"NoGo",NA,1,0,200,"NoGo","Stop"
2,"62",139.8,"Left",1,0,1,250,"NoGo","Stop"
2,"63",471.5,"Right",1,1,0,200,"Right","NoStop"
2,"64",467.2,"Right",1,1,0,200,"Right","NoStop"
2,"65",359,"Left",1,1,0,200,"Left","NoStop"
2,"66",363.7,"Left",1,1,0,200,"Left","NoStop"
2,"67",236.6,"Left",1,1,0,200,"Left","NoStop"
2,"68",416.5,"Right",1,1,0,200,"Right","NoStop"
2,"69",1300.124,"NoGo",NA,1,0,200,"NoGo","Stop"
2,"70",209.1,"Right",1,1,0,250,"Right","NoStop"
2,"71",1249.913,"NoGo",NA,1,0,250,"NoGo","Stop"
2,"72",208.1,"Left",1,1,0,300,"Left","NoStop"
2,"73",316.1,"Left",1,1,0,300,"Left","NoStop"
2,"74",173.2,"Right",1,1,0,300,"Right","NoStop"
2,"75",242.7,"Left",1,1,0,300,"Left","NoStop"
2,"76",229.6,"Right",1,1,0,300,"Right","NoStop"
2,"77",189.1,"Left",1,1,0,300,"Left","NoStop"
2,"78",534.7,"Left",1,1,0,300,"Left","NoStop"
2,"79",227.7,"Left",1,0,1,300,"NoGo","Stop"
2,"80",327.9,"Left",1,1,0,250,"Left","NoStop"
2,"81",227.1,"Left",1,1,0,250,"Left","NoStop"
2,"82",436,"Right",1,1,0,250,"Right","NoStop"
2,"83",258.2,"Right",1,1,0,250,"Right","NoStop"
2,"84",265.7,"Left",1,1,0,250,"Left","NoStop"
2,"85",293.2,"Right",1,1,0,250,"Right","NoStop"
2,"86",201.5,"Right",1,1,0,250,"Right","NoStop"
2,"87",111.8,"Right",1,1,0,250,"Right","NoStop"
2,"88",1249.919,"NoGo",NA,1,0,250,"NoGo","Stop"
2,"89",117.3,"Right",1,1,0,300,"Right","NoStop"
2,"90",248,"Left",1,1,0,300,"Left","NoStop"
2,"91",180.1,"Left",1,1,0,300,"Left","NoStop"
2,"92",1199.824,"NoGo",NA,1,0,300,"NoGo","Stop"
2,"93",87.40000001,"Right",1,0,1,350,"NoGo","Stop"
2,"94",350.2,"Right",1,1,0,300,"Right","NoStop"
2,"95",269.1,"Left",1,1,0,300,"Left","NoStop"
2,"96",222.4,"Left",1,1,0,300,"Left","NoStop"
2,"97",194.1,"Right",1,1,0,300,"Right","NoStop"
2,"98",209.7,"Left",1,1,0,300,"Left","NoStop"
2,"99",332.3,"Left",1,1,0,300,"Left","NoStop"
2,"100",104.3,"Right",1,1,0,300,"Right","NoStop"
2,"101",119.9,"Right",1,1,0,300,"Right","NoStop"
2,"102",157.7,"Right",1,1,0,300,"Right","NoStop"
2,"103",1199.883,"NoGo",NA,1,0,300,"NoGo","Stop"
2,"104",39.80000001,"Right",1,0,1,350,"NoGo","Stop"
2,"105",139.6,"Right",1,1,0,300,"Right","NoStop"
2,"106",127.1,"Right",1,0,1,300,"NoGo","Stop"
2,"107",217,"Left",1,1,0,250,"Left","NoStop"
2,"108",229.2,"Right",1,1,0,250,"Right","NoStop"
2,"109",1249.831,"NoGo",NA,1,0,250,"NoGo","Stop"
2,"110",127.8,"Left",1,1,0,300,"Left","NoStop"
2,"111",199.6,"Left",1,1,0,300,"Left","NoStop"
2,"112",184.6,"Right",1,1,0,300,"Right","NoStop"
2,"113",219.7,"Right",1,1,0,300,"Right","NoStop"
2,"114",146.7,"Right",1,1,0,300,"Right","NoStop"
2,"115",273.5,"Left",1,1,0,300,"Left","NoStop"
2,"116",133.4,"Left",1,1,0,300,"Left","NoStop"
2,"117",1199.822,"NoGo",NA,1,0,300,"NoGo","Stop"
2,"118",161.3,"Left",1,0,1,350,"NoGo","Stop"
2,"119",231.3,"Left",1,1,0,300,"Left","NoStop"
2,"120",220.8,"Right",1,1,0,300,"Right","NoStop"
2,"121",419,"Left",1,1,0,300,"Left","NoStop"
2,"122",158.5,"Left",1,1,0,300,"Left","NoStop"
2,"123",218.2,"Right",1,1,0,300,"Right","NoStop"
2,"124",142.5,"Left",1,1,0,300,"Left","NoStop"
2,"125",1200.163,"NoGo",NA,1,0,300,"NoGo","Stop"
2,"126",104.3,"Left",1,1,0,350,"Left","NoStop"
2,"127",57.89999998,"Left",1,1,0,350,"Left","NoStop"
2,"128",166,"Left",1,1,0,350,"Left","NoStop"
2,"129",29.30000001,"Left",1,1,0,350,"Left","NoStop"
2,"130",289.3,"Right",1,1,0,350,"Right","NoStop"
2,"131",109.7,"Left",1,0,1,350,"NoGo","Stop"
2,"132",263,"Left",1,1,0,300,"Left","NoStop"
2,"133",166.6,"Left",1,1,0,300,"Left","NoStop"
2,"134",123.9,"Left",1,1,0,300,"Left","NoStop"
2,"135",106.9,"Left",1,1,0,300,"Left","NoStop"
2,"136",241.8,"Right",1,1,0,300,"Right","NoStop"
2,"137",201.1,"Left",1,1,0,300,"Left","NoStop"
2,"138",179.5,"Right",1,1,0,300,"Right","NoStop"
2,"139",162.5,"Right",1,1,0,300,"Right","NoStop"
2,"140",290.3,"Left",1,1,0,300,"Left","NoStop"
2,"141",298.9,"Left",1,1,0,300,"Left","NoStop"
2,"142",1199.944,"NoGo",NA,1,0,300,"NoGo","Stop"
2,"143",343.4,"Right",1,1,0,350,"Right","NoStop"
2,"144",75.30000001,"Right",1,1,0,350,"Right","NoStop"
2,"145",92.90000001,"Right",1,1,0,350,"Right","NoStop"
2,"146",144.2,"Right",1,0,1,350,"NoGo","Stop"
2,"147",339.9,"Right",1,0,1,300,"Left","NoStop"
2,"148",226.6,"Left",1,1,0,300,"Left","NoStop"
2,"149",284.7,"Right",1,1,0,300,"Right","NoStop"
2,"150",292.2,"Right",1,1,0,300,"Right","NoStop"
2,"151",228.1,"Right",1,1,0,300,"Right","NoStop"
2,"152",253.7,"Right",1,1,0,300,"Right","NoStop"
2,"153",807.5,"Left",1,1,0,300,"Left","NoStop"
2,"154",278.9,"Left",1,1,0,300,"Left","NoStop"
2,"155",196.2,"Left",1,0,1,300,"NoGo","Stop"
2,"156",625.4,"Right",1,1,0,250,"Right","NoStop"
2,"157",368.2,"Left",1,1,0,250,"Left","NoStop"
2,"158",301,"Left",1,1,0,250,"Left","NoStop"
2,"159",262.8,"Right",1,1,0,250,"Right","NoStop"
2,"160",310.4,"Left",1,1,0,250,"Left","NoStop"
2,"161",360.4,"Right",1,1,0,250,"Right","NoStop"
2,"162",345.5,"Left",1,1,0,250,"Left","NoStop"
2,"163",245.1,"Left",1,1,0,250,"Left","NoStop"
2,"164",429.2,"Left",1,1,0,250,"Left","NoStop"
2,"165",274.3,"Left",1,1,0,250,"Left","NoStop"
2,"166",242.9,"Left",1,1,0,250,"Left","NoStop"
2,"167",174,"Left",1,0,1,250,"NoGo","Stop"
2,"168",331.8,"Right",1,1,0,200,"Right","NoStop"
2,"169",337.3,"Left",1,1,0,200,"Left","NoStop"
2,"170",199.1,"Right",1,1,0,200,"Right","NoStop"
2,"171",185.9,"Left",1,1,0,200,"Left","NoStop"
2,"172",198.7,"Left",1,0,1,200,"NoGo","Stop"
2,"173",1349.893,"NoGo",NA,1,0,150,"NoGo","Stop"
2,"174",211.1,"Right",1,1,0,200,"Right","NoStop"
2,"175",235,"Right",1,0,1,200,"NoGo","Stop"
2,"176",269.9,"Right",1,1,0,150,"Right","NoStop"
2,"177",1349.838,"NoGo",NA,1,0,150,"NoGo","Stop"
2,"178",247.7,"Left",1,1,0,200,"Left","NoStop"
2,"179",323.6,"Right",1,1,0,200,"Right","NoStop"
2,"180",1299.833,"NoGo",NA,1,0,200,"NoGo","Stop"
2,"181",250.6,"Left",1,1,0,250,"Left","NoStop"
2,"182",161.5,"Left",1,1,0,250,"Left","NoStop"
2,"183",213.7,"Left",1,1,0,250,"Left","NoStop"
2,"184",312.9,"Left",1,1,0,250,"Left","NoStop"
2,"185",358.2,"Right",1,1,0,250,"Right","NoStop"
2,"186",243.8,"Left",1,1,0,250,"Left","NoStop"
2,"187",1249.808,"NoGo",NA,1,0,250,"NoGo","Stop"
2,"188",128.2,"Left",1,1,0,300,"Left","NoStop"
2,"189",152.8,"Right",1,1,0,300,"Right","NoStop"
2,"190",240.5,"Left",1,1,0,300,"Left","NoStop"
2,"191",111.5,"Left",1,1,0,300,"Left","NoStop"
2,"192",209.5,"Right",1,0,1,300,"NoGo","Stop"
2,"193",255.1,"Right",1,1,0,250,"Right","NoStop"
2,"194",304,"Right",1,1,0,250,"Right","NoStop"
2,"195",280.4,"Left",1,1,0,250,"Left","NoStop"
2,"196",183.4,"Right",1,1,0,250,"Right","NoStop"
2,"197",1249.819,"NoGo",NA,1,0,250,"NoGo","Stop"
2,"198",159.6,"Right",1,0,1,300,"NoGo","Stop"
2,"199",367.2,"Right",1,1,0,250,"Right","NoStop"
2,"200",227.6,"Left",1,0,1,250,"NoGo","Stop"
2,"201",1299.885,"NoGo",NA,1,0,200,"NoGo","Stop"
2,"202",288.1,"Right",1,1,0,250,"Right","NoStop"
2,"203",344.5,"Right",1,1,0,250,"Right","NoStop"
2,"204",242.5,"Right",1,1,0,250,"Right","NoStop"
2,"205",409.9,"Left",1,1,0,250,"Left","NoStop"
2,"206",199.3,"Left",1,0,1,250,"NoGo","Stop"
2,"207",573.9,"Left",1,1,0,200,"Left","NoStop"
2,"208",464,"Left",1,1,0,200,"Left","NoStop"
2,"209",404.9,"Right",1,1,0,200,"Right","NoStop"
2,"210",349.9,"Left",1,1,0,200,"Left","NoStop"
2,"211",1299.817,"NoGo",NA,1,0,200,"NoGo","Stop"
2,"212",350.3,"Right",1,1,0,250,"Right","NoStop"
2,"213",331.2,"Left",1,1,0,250,"Left","NoStop"
2,"214",450.3,"Left",1,1,0,250,"Left","NoStop"
2,"215",268.1,"Right",1,1,0,250,"Right","NoStop"
2,"216",247.7,"Right",1,1,0,250,"Right","NoStop"
2,"217",363.8,"Left",1,1,0,250,"Left","NoStop"
2,"218",275.3,"Left",1,1,0,250,"Left","NoStop"
2,"219",1249.982,"NoGo",NA,1,0,250,"NoGo","Stop"
2,"220",239.3,"Left",1,1,0,300,"Left","NoStop"
2,"221",312,"Left",1,1,0,300,"Left","NoStop"
2,"222",1199.996,"NoGo",NA,1,0,300,"NoGo","Stop"
2,"223",134.3,"Left",1,0,1,350,"NoGo","Stop"
2,"224",1199.79,"NoGo",NA,1,0,300,"NoGo","Stop"
2,"225",83.80000001,"Right",1,1,0,350,"Right","NoStop"
2,"226",251.1,"Right",1,0,1,350,"NoGo","Stop"
2,"227",1200.048,"NoGo",NA,1,0,300,"NoGo","Stop"
2,"228",200.5,"Right",1,1,0,350,"Right","NoStop"
2,"229",310.6,"Right",1,1,0,350,"Right","NoStop"
2,"230",1149.904,"NoGo",NA,1,0,350,"NoGo","Stop"
2,"231",105.8,"Left",1,0,1,400,"NoGo","Stop"
2,"232",366.2,"Right",1,1,0,350,"Right","NoStop"
2,"233",271,"Right",1,1,0,350,"Right","NoStop"
2,"234",321.1,"Left",1,1,0,350,"Left","NoStop"
2,"235",160.5,"Right",1,0,1,350,"NoGo","Stop"
2,"236",354.5,"Left",1,1,0,300,"Left","NoStop"
2,"237",261,"Right",1,1,0,300,"Right","NoStop"
2,"238",250.2,"Right",1,1,0,300,"Right","NoStop"
2,"239",155.4,"Right",1,1,0,300,"Right","NoStop"
2,"240",1199.798,"NoGo",NA,1,0,300,"NoGo","Stop"
3,"1",137.3,"Right",1,1,0,250,"Right","NoStop"
3,"2",156.1,"Right",1,1,0,250,"Right","NoStop"
3,"3",155.6,"Right",1,1,0,250,"Right","NoStop"
3,"4",111.1,"Right",1,0,1,250,"NoGo","Stop"
3,"5",314.2,"Left",1,1,0,200,"Left","NoStop"
3,"6",431.1999999,"Right",1,0,1,200,"NoGo","Stop"
3,"7",510,"Right",1,1,0,150,"Right","NoStop"
3,"8",1349.587,"NoGo",NA,1,0,150,"NoGo","Stop"
3,"9",1299.548,"NoGo",NA,1,0,200,"NoGo","Stop"
3,"10",290.9,"Right",1,1,0,250,"Right","NoStop"
3,"11",251.6,"Right",1,0,1,250,"NoGo","Stop"
3,"12",1299.613,"NoGo",NA,1,0,200,"NoGo","Stop"
3,"13",410.9,"Right",1,1,0,250,"Right","NoStop"
3,"14",132.2,"Right",1,1,0,250,"Right","NoStop"
3,"15",375.3000001,"Left",1,1,0,250,"Left","NoStop"
3,"16",235.6,"Left",1,1,0,250,"Left","NoStop"
3,"17",400.7,"Right",1,1,0,250,"Right","NoStop"
3,"18",105.7,"Right",1,1,0,250,"Right","NoStop"
3,"19",260.5,"Right",1,1,0,250,"Right","NoStop"
3,"20",367.6999999,"Left",1,1,0,250,"Left","NoStop"
3,"21",1249.483,"NoGo",NA,1,0,250,"NoGo","Stop"
3,"22",296.7,"Right",1,1,0,300,"Right","NoStop"
3,"23",42.5,"Left",1,1,0,300,"Left","NoStop"
3,"24",132.9,"Right",1,1,0,300,"Right","NoStop"
3,"25",102.9,"Left",1,0,1,300,"NoGo","Stop"
3,"26",432.3,"Left",1,1,0,250,"Left","NoStop"
3,"27",142.4,"Right",1,1,0,250,"Right","NoStop"
3,"28",339.2,"Right",1,1,0,250,"Right","NoStop"
3,"29",565.3000001,"Right",1,1,0,250,"Right","NoStop"
3,"30",224.1,"Left",1,1,0,250,"Left","NoStop"
3,"31",270.6,"Left",1,1,0,250,"Left","NoStop"
3,"32",242.4,"Right",1,1,0,250,"Right","NoStop"
3,"33",183.8,"Left",1,1,0,250,"Left","NoStop"
3,"34",407.9000001,"Right",1,1,0,250,"Right","NoStop"
3,"35",1249.522,"NoGo",NA,1,0,250,"NoGo","Stop"
3,"36",112.9,"Left",1,1,0,300,"Left","NoStop"
3,"37",106.1,"Left",1,1,0,300,"Left","NoStop"
3,"38",251.1,"Right",1,1,0,300,"Right","NoStop"
3,"39",184,"Left",1,1,0,300,"Left","NoStop"
3,"40",246.6,"Right",1,1,0,300,"Right","NoStop"
3,"41",183.1999999,"Right",1,1,0,300,"Right","NoStop"
3,"42",300.2,"Left",1,1,0,300,"Left","NoStop"
3,"43",1199.494,"NoGo",NA,1,0,300,"NoGo","Stop"
3,"44",32.0999999,"Left",1,1,0,350,"Left","NoStop"
3,"45",252.3000001,"Left",1,1,0,350,"Left","NoStop"
3,"46",1149.547,"NoGo",NA,1,0,350,"NoGo","Stop"
3,"47",90,"Left",1,1,0,400,"Left","NoStop"
3,"48",41.19999993,"Right",1,1,0,400,"Right","NoStop"
3,"49",84.5,"Left",1,0,1,400,"NoGo","Stop"
3,"50",156.2,"Left",1,1,0,350,"Left","NoStop"
3,"51",215.6999999,"Left",1,1,0,350,"Left","NoStop"
3,"52",164.8000001,"Right",1,1,0,350,"Right","NoStop"
3,"53",114.1,"Left",1,0,1,350,"NoGo","Stop"
3,"54",136.9,"Left",1,1,0,300,"Left","NoStop"
3,"55",143.9,"Left",1,1,0,300,"Left","NoStop"
3,"56",142.4,"Right",1,1,0,300,"Right","NoStop"
3,"57",156.6999999,"Right",1,1,0,300,"Right","NoStop"
3,"58",278.2,"Left",1,1,0,300,"Left","NoStop"
3,"59",110.5,"Right",1,1,0,300,"Right","NoStop"
3,"60",178,"Left",1,1,0,300,"Left","NoStop"
3,"61",1013.1,"Right",1,1,0,300,"Right","NoStop"
3,"62",80.60000002,"Right",1,0,1,300,"NoGo","Stop"
3,"63",266.1999999,"Left",1,1,0,250,"Left","NoStop"
3,"64",158.9,"Left",1,1,0,250,"Left","NoStop"
3,"65",122.4,"Left",1,1,0,250,"Left","NoStop"
3,"66",49.29999995,"Left",1,1,0,250,"Left","NoStop"
3,"67",234.8000001,"Right",1,1,0,250,"Right","NoStop"
3,"68",382.3,"Right",1,1,0,250,"Right","NoStop"
3,"69",99.69999993,"Right",1,1,0,250,"Right","NoStop"
3,"70",169.1,"Left",1,1,0,250,"Left","NoStop"
3,"71",197.1999999,"Right",1,1,0,250,"Right","NoStop"
3,"72",44.29999995,"Right",1,0,1,250,"NoGo","Stop"
3,"73",179.8,"Left",1,1,0,200,"Left","NoStop"
3,"74",139.8,"Left",1,1,0,200,"Left","NoStop"
3,"75",193.3,"Right",1,1,0,200,"Right","NoStop"
3,"76",145.2,"Left",1,1,0,200,"Left","NoStop"
3,"77",363.5999999,"Right",1,1,0,200,"Right","NoStop"
3,"78",224.8,"Right",1,1,0,200,"Right","NoStop"
3,"79",148.6999999,"Left",1,1,0,200,"Left","NoStop"
3,"80",178.1,"Right",1,0,1,200,"NoGo","Stop"
3,"81",219.4,"Left",1,1,0,150,"Left","NoStop"
3,"82",213.8000001,"Right",1,1,0,150,"Right","NoStop"
3,"83",428.3,"Left",1,1,0,150,"Left","NoStop"
3,"84",218,"Right",1,1,0,150,"Right","NoStop"
3,"85",193.4,"Left",1,0,1,150,"NoGo","Stop"
3,"86",1399.861,"NoGo",NA,1,0,100,"NoGo","Stop"
3,"87",246.4,"Right",1,1,0,150,"Right","NoStop"
3,"88",202.3,"Right",1,1,0,150,"Right","NoStop"
3,"89",215.7,"Right",1,1,0,150,"Right","NoStop"
3,"90",203.5,"Right",1,1,0,150,"Right","NoStop"
3,"91",276.1999999,"Left",1,1,0,150,"Left","NoStop"
3,"92",352.0999999,"Right",1,1,0,150,"Right","NoStop"
3,"93",1349.506,"NoGo",NA,1,0,150,"NoGo","Stop"
3,"94",142.1,"Right",1,1,0,200,"Right","NoStop"
3,"95",158.7,"Right",1,0,1,200,"NoGo","Stop"
3,"96",631.8000001,"Right",1,0,1,150,"Left","NoStop"
3,"97",202,"Right",1,1,0,150,"Right","NoStop"
3,"98",532.5,"Left",1,1,0,150,"Left","NoStop"
3,"99",217.4,"Left",1,1,0,150,"Left","NoStop"
3,"100",269.4,"Right",1,1,0,150,"Right","NoStop"
3,"101",196.2,"Right",1,1,0,150,"Right","NoStop"
3,"102",245.4,"Left",1,1,0,150,"Left","NoStop"
3,"103",194.8000001,"Right",1,0,1,150,"NoGo","Stop"
3,"104",212.0999999,"Right",1,1,0,100,"Right","NoStop"
3,"105",294.6,"Left",1,1,0,100,"Left","NoStop"
3,"106",290.8000001,"Left",1,1,0,100,"Left","NoStop"
3,"107",269.1,"Right",1,1,0,100,"Right","NoStop"
3,"108",453,"Left",1,1,0,100,"Left","NoStop"
3,"109",203.5,"Right",1,0,1,100,"NoGo","Stop"
3,"110",317.3,"Right",1,1,0,50,"Right","NoStop"
3,"111",382.4,"Right",1,1,0,50,"Right","NoStop"
3,"112",1449.484,"NoGo",NA,1,0,50,"NoGo","Stop"
3,"113",424.0999999,"Left",1,1,0,100,"Left","NoStop"
3,"114",209.6,"Right",1,1,0,100,"Right","NoStop"
3,"115",1399.33,"NoGo",NA,1,0,100,"NoGo","Stop"
3,"116",258.4,"Right",1,0,1,150,"NoGo","Stop"
3,"117",490.3000001,"Left",1,1,0,100,"Left","NoStop"
3,"118",351.4,"Right",1,1,0,100,"Right","NoStop"
3,"119",256.2,"Right",1,1,0,100,"Right","NoStop"
3,"120",246.0999999,"Right",1,1,0,100,"Right","NoStop"
3,"121",1095.9,"Right",1,1,0,100,"Right","NoStop"
3,"122",240,"Right",1,1,0,100,"Right","NoStop"
3,"123",234.3,"Right",1,1,0,100,"Right","NoStop"
3,"124",341.4,"Left",1,0,1,100,"NoGo","Stop"
3,"125",391.6,"Right",1,1,0,50,"Right","NoStop"
3,"126",330.3000001,"Right",1,1,0,50,"Right","NoStop"
3,"127",452.6999999,"Left",1,1,0,50,"Left","NoStop"
3,"128",335,"Right",1,1,0,50,"Right","NoStop"
3,"129",327.1,"Left",1,1,0,50,"Left","NoStop"
3,"130",1449.283,"NoGo",NA,1,0,50,"NoGo","Stop"
3,"131",328.7,"Left",1,1,0,100,"Left","NoStop"
3,"132",283.6,"Left",1,1,0,100,"Left","NoStop"
3,"133",1399.487,"NoGo",NA,1,0,100,"NoGo","Stop"
3,"134",248.3000001,"Right",1,1,0,150,"Right","NoStop"
3,"135",285.7,"Left",1,1,0,150,"Left","NoStop"
3,"136",267.4000001,"Left",1,1,0,150,"Left","NoStop"
3,"137",370.2,"Right",1,1,0,150,"Right","NoStop"
3,"138",248.5,"Right",1,0,1,150,"NoGo","Stop"
3,"139",294.5,"Right",1,1,0,100,"Right","NoStop"
3,"140",271.2,"Left",1,1,0,100,"Left","NoStop"
3,"141",351.6999999,"Right",1,1,0,100,"Right","NoStop"
3,"142",1399.534,"NoGo",NA,1,0,100,"NoGo","Stop"
3,"143",233.9,"Right",1,1,0,150,"Right","NoStop"
3,"144",362,"Right",1,1,0,150,"Right","NoStop"
3,"145",263.1,"Left",1,1,0,150,"Left","NoStop"
3,"146",382.1,"Right",1,1,0,150,"Right","NoStop"
3,"147",319.9,"Left",1,1,0,150,"Left","NoStop"
3,"148",276.8000001,"Right",1,0,1,150,"NoGo","Stop"
3,"149",416.1999999,"Right",1,1,0,100,"Right","NoStop"
3,"150",357.6,"Left",1,1,0,100,"Left","NoStop"
3,"151",295.4000001,"Right",1,1,0,100,"Right","NoStop"
3,"152",1399.34,"NoGo",NA,1,0,100,"NoGo","Stop"
3,"153",278,"Right",1,1,0,150,"Right","NoStop"
3,"154",307.5,"Left",1,1,0,150,"Left","NoStop"
3,"155",189.0999999,"Right",1,1,0,150,"Right","NoStop"
3,"156",190.3,"Right",1,0,1,150,"NoGo","Stop"
3,"157",330.1,"Left",1,1,0,100,"Left","NoStop"
